,,Deck,Share,Score,Win %
,21,Other,58.33%,49 - 45 - 0,52.13%
,4,Rapid Strike Urshifu,11.11%,15 - 5 - 0,75.00%
,3,Durant,8.33%,4 - 6 - 0,40.00%
,3,Regidrago Cherrim,8.33%,0 - 4 - 0,0.00%
,1,Castform,2.78%,1 - 2 - 0,33.33%
,1,Tapu Bulu Cherrim,2.78%,0 - 1 - 0,0.00%
,1,Decidueye Inteleon,2.78%,0 - 1 - 0,0.00%
,1,Cinderace Cinccino,2.78%,2 - 2 - 0,50.00%
,1,Amazing Kyogre,2.78%,1 - 4 - 0,20.00%
