,,Deck,Share,Score,Win %
,1,Calyrex Inteleon,12.50%,0 - 2 - 0,0.00%
,1,Leafeon Inteleon,12.50%,2 - 2 - 0,50.00%
,1,Umbreon Urshifu,12.50%,2 - 2 - 0,50.00%
,1,Suicune Ludicolo,12.50%,5 - 2 - 0,71.43%
,1,Dragapult Inteleon,12.50%,0 - 2 - 0,0.00%
,1,Urshifu Inteleon,12.50%,4 - 1 - 0,80.00%
,1,Dracozolt,12.50%,1 - 2 - 0,33.33%
,1,Other,12.50%,1 - 2 - 0,33.33%
