,,Deck,Share,Score,Win %
,3,Dragapult Inteleon,18.75%,3 - 6 - 0,33.33%
,3,Zacian,18.75%,9 - 5 - 0,64.29%
,2,Umbreon Urshifu,12.50%,6 - 3 - 0,66.67%
,1,Decidueye Inteleon,6.25%,0 - 2 - 0,0.00%
,1,Calyrex Alcremie,6.25%,0 - 1 - 0,0.00%
,1,Rayquaza Flaaffy,6.25%,4 - 2 - 0,66.67%
,1,Suicune Ludicolo,6.25%,0 - 1 - 0,0.00%
,1,Alcremie,6.25%,0 - 2 - 0,0.00%
,1,Calyrex Inteleon,6.25%,0 - 2 - 0,0.00%
,1,Dhelmise,6.25%,3 - 2 - 0,60.00%
,1,Shadow Rider Calyrex,6.25%,1 - 2 - 0,33.33%
