,,Deck,Share,Score,Win %
,1,Rapid Strike Malamar,33.33%,2 - 2 - 0,50.00%
,1,Calyrex Alcremie,33.33%,4 - 0 - 0,100.00%
,1,Other,33.33%,0 - 3 - 0,0.00%
