,,Deck,Share,Score,Win %
,2,Leafeon Inteleon,20.00%,3 - 6 - 0,33.33%
,2,Urshifu Inteleon,20.00%,3 - 3 - 1,42.86%
,2,Eternatus,20.00%,3 - 4 - 0,42.86%
,1,Rapid Strike Urshifu,10.00%,0 - 1 - 0,0.00%
,1,Tapu Koko,10.00%,2 - 2 - 1,40.00%
,1,Urshifu Moltres,10.00%,6 - 0 - 0,100.00%
,1,Other,10.00%,2 - 2 - 0,50.00%
