,,Deck,Share,Score,Win %
,8,Umbreon Urshifu,32.00%,14 - 16 - 3,42.42%
,5,Sylveon,20.00%,17 - 10 - 3,56.67%
,2,Leafeon Inteleon,8.00%,6 - 6 - 0,50.00%
,2,Eternatus,8.00%,3 - 4 - 0,42.86%
,2,Jolteon Inteleon,8.00%,5 - 5 - 1,45.45%
,2,Suicune Ludicolo,8.00%,4 - 3 - 3,40.00%
,1,Tornadus,4.00%,3 - 3 - 0,50.00%
,1,Shadow Rider Calyrex,4.00%,3 - 2 - 0,60.00%
,1,Calyrex Inteleon,4.00%,2 - 3 - 0,40.00%
,1,Calyrex Dragapult,4.00%,0 - 3 - 0,0.00%
