,,Deck,Share,Score,Win %
,1,Umbreon Urshifu,25.00%,0 - 0 - 2,0.00%
,1,Zacian,25.00%,0 - 0 - 2,0.00%
,1,Duraludon,25.00%,0 - 0 - 2,0.00%
,1,Rapid Strike Malamar,25.00%,0 - 0 - 2,0.00%
