,,Deck,Share,Score,Win %
,3,Dragapult Inteleon,25.00%,5 - 5 - 0,50.00%
,2,Duraludon,16.67%,3 - 2 - 0,60.00%
,2,Victini,16.67%,3 - 3 - 0,50.00%
,1,Leafeon Inteleon,8.33%,2 - 1 - 0,66.67%
,1,Umbreon Urshifu,8.33%,1 - 2 - 0,33.33%
,1,Jolteon Inteleon,8.33%,1 - 1 - 0,50.00%
,1,Tornadus,8.33%,0 - 1 - 0,0.00%
,1,Other,8.33%,1 - 2 - 0,33.33%
