,,Deck,Share,Score,Win %
,3,Urshifu Inteleon,18.75%,7 - 11 - 0,38.89%
,3,Calyrex Inteleon,18.75%,8 - 9 - 0,47.06%
,2,Umbreon Urshifu,12.50%,7 - 4 - 0,63.64%
,2,Suicune Ludicolo,12.50%,1 - 2 - 0,33.33%
,2,Suicune Inteleon,12.50%,6 - 4 - 0,60.00%
,1,Suicune,6.25%,1 - 1 - 0,50.00%
,1,Urshifu Moltres,6.25%,0 - 1 - 0,0.00%
,1,Zacian,6.25%,0 - 1 - 0,0.00%
,1,Rayquaza Flaaffy,6.25%,0 - 1 - 0,0.00%
