,,Deck,Share,Score,Win %
,2,Leafeon Inteleon,33.33%,1 - 3 - 0,25.00%
,1,Durant,16.67%,2 - 1 - 0,66.67%
,1,Charizard,16.67%,2 - 1 - 0,66.67%
,1,Decidueye Inteleon,16.67%,1 - 2 - 0,33.33%
,1,Other,16.67%,3 - 0 - 0,100.00%
